거래일시,적요,출금액,입금액,잔액,거래구분
2026.01.25 09:35:46,"(주)머리디언소프트 급여",,6547500,8546270,입출금
2026.01.25 14:55:19,"레일링크 고속",9100,,8537170,입출금
2026.01.26 10:04:04,"푸른왜가리커피  1147",6700,,8530470,입출금
2026.01.26 11:01:57,"누리카드 충전",21520,,8508950,입출금
2026.01.26 22:44:02,"타코거리",61610,,8447340,입출금
2026.01.27 21:36:37,"누리교통카드",7550,,8439790,입출금
2026.01.28 07:23:02,"느티나무의원",81350,,8358440,카드결제
2026.01.28 08:13:46,"국수마당",23400,,8335040,입출금
2026.01.28 21:23:24,"푸른왜가리커피",8710,,8326330,입출금
2026.01.29 17:44:39,"레일링크 고속",16550,,8309780,입출금
2026.01.30 08:33:55,"레일링크 고속",18760,,8291020,입출금
2026.01.30 08:34:40,"초록들마트",32970,,8258050,입출금
2026.01.31 07:34:25,"로스트웍스",9030,,8249020,입출금
2026.01.31 09:06:48,"타코거리",114870,,8134150,카드결제
2026.01.31 12:41:03,"레일링크 고속",20360,,8113790,입출금
2026.01.31 15:05:12,"푸른왜가리커피  1147",5780,,8108010,입출금
2026.01.31 22:05:18,"국수마당 온라인",29380,,8078630,입출금
2026.02.01 08:42:28,"월세 이체 J무어",2497500,,5581130,입출금
2026.02.01 16:27:19,"초록들마트 느티나무점",176070,,5405060,입출금
2026.02.01 16:46:42,"빠른택시",13000,,5392060,입출금
2026.02.02 13:51:58,"선류요가원",174150,,5217910,입출금
2026.02.02 15:52:24,"아침숟가락",7340,,5210570,입출금
2026.02.02 17:13:31,"북문상회",93030,,5117540,입출금
2026.02.02 17:33:18,"푸른왜가리커피",5930,,5111610,입출금
2026.02.03 17:57:28,"누리카드 충전",8910,,5102700,입출금
2026.02.03 19:59:05,"피자칸티나",48050,,5054650,입출금
2026.02.04 10:35:25,"스트림리",21590,,5033060,입출금
2026.02.04 16:07:56,"푸른왜가리커피",7820,,5025240,입출금
2026.02.04 20:29:09,"빠른택시",19860,,5005380,입출금
2026.02.04 20:36:30,"찬장특급",146840,,4858540,입출금
2026.02.05 08:17:51,"레일링크 고속",8920,,4849620,입출금
2026.02.05 11:45:42,"아침숟가락",6130,,4843490,입출금
2026.02.05 17:40:41,"은수저식당",35610,,4807880,입출금
2026.02.06 07:52:16,"누리교통카드",15300,,4792580,입출금
2026.02.06 09:31:15,"아침숟가락",11730,,4780850,입출금
2026.02.07 09:35:00,"푸른왜가리커피 1147",10290,,4770560,입출금
2026.02.07 16:36:04,"찬장특급",79350,,4691210,입출금
2026.02.07 18:47:52,"도시락특급",126750,,4564460,카드결제
2026.02.07 19:59:38,"타코거리",55200,,4509260,입출금
2026.02.07 22:13:54,"빠른택시",7640,,4501620,입출금
2026.02.08 10:37:08,"피자칸티나",55110,,4446510,입출금
2026.02.08 16:37:19,"빠른택시 *운행",6510,,4440000,입출금
2026.02.08 19:48:37,"아침숟가락",11660,,4428340,입출금
2026.02.08 21:28:41,"푸른왜가리커피 1147",7200,,4421140,입출금
2026.02.09 07:55:10,"레일링크 고속",10530,,4410610,입출금
2026.02.09 09:03:49,"북문상회",91930,,4318680,입출금
2026.02.09 11:58:01,"푸른왜가리커피  1147",7170,,4311510,입출금
2026.02.09 16:32:02,"볼트백 프로 연간",13490,,4298020,카드결제
2026.02.09 22:59:03,"푸른왜가리커피  1147",8410,,4289610,입출금
2026.02.10 07:18:29,"초록들마트 느티나무점",131650,,4157960,입출금
2026.02.10 17:09:49,"타코거리",19830,,4138130,입출금
2026.02.11 09:20:33,"매일생활잡화",95880,,4042250,카드결제
2026.02.11 10:04:57,"푸른왜가리커피",6570,,4035680,입출금
2026.02.11 10:59:05,"튠박스 프리미엄",14840,,4020840,입출금
2026.02.11 16:08:21,"피자칸티나",38150,,3982690,입출금
2026.02.12 09:24:01,"타코거리",39260,,3943430,입출금
2026.02.12 18:00:33,"초록들마트 느티나무점",31740,,3911690,입출금
2026.02.12 21:24:53,"누리카드 충전",15360,,3896330,입출금
2026.02.13 14:16:55,"푸른왜가리커피 1147",7290,,3889040,입출금
2026.02.13 16:00:37,"은수저식당",44520,,3844520,입출금
2026.02.13 22:27:34,"초록들마트",86400,,3758120,입출금
2026.02.14 07:45:31,"푸른왜가리커피  1147",5400,,3752720,입출금
2026.02.14 15:03:17,"피자칸티나",62330,,3690390,입출금
2026.02.14 16:25:47,"로스트웍스",11490,,3678900,입출금
2026.02.15 08:27:02,"북문상회",138080,,3540820,입출금
2026.02.15 12:29:05,"빠른택시 *운행",15850,,3524970,입출금
2026.02.15 18:06:34,"푸른왜가리커피",5410,,3519560,입출금
2026.02.15 20:17:04,"푸른왜가리커피  1147",8010,,3511550,입출금
2026.02.15 22:31:42,"시립전력공사",84370,,3427180,입출금
2026.02.16 13:37:51,"푸른왜가리커피 1147",6930,,3420250,입출금
2026.02.16 15:15:19,"텔커넥트 모바일",72900,,3347350,입출금
2026.02.16 17:23:08,"도시락특급",48320,,3299030,입출금
2026.02.16 20:48:55,"빠른택시",7940,,3291090,입출금
2026.02.17 11:02:16,"아침숟가락",7220,,3283870,입출금
2026.02.17 12:19:47,"푸른왜가리커피",12330,,3271540,입출금
2026.02.17 19:49:38,"빠른택시 *운행",17850,,3253690,입출금
2026.02.17 20:15:01,"클라우드네스트 200GB",4040,,3249650,입출금
2026.02.18 16:48:06,"누리교통카드",18760,,3230890,입출금
2026.02.18 17:15:39,"도시락특급",31980,,3198910,입출금
2026.02.18 19:38:06,"초록들마트 느티나무점",147780,,3051130,입출금
2026.02.20 10:11:50,"빠른택시 *운행",5290,,3045840,입출금
2026.02.20 10:14:52,"푸른왜가리커피",10380,,3035460,입출금
2026.02.20 15:26:15,"아침숟가락",9570,,3025890,입출금
2026.02.20 20:45:17,"매일생활잡화",25970,,2999920,카드결제
2026.02.21 13:15:02,"아침숟가락",5530,,2994390,입출금
2026.02.21 14:40:53,"초록들마트",121500,,2872890,입출금
2026.02.21 15:25:35,"프라임박스 멤버십",12140,,2860750,입출금
2026.02.21 15:56:12,"푸른왜가리커피  1147",11920,,2848830,입출금
2026.02.21 19:20:47,"도시락특급",45060,,2803770,입출금
2026.02.22 07:16:46,"도시실타래 온라인",259440,,2544330,카드결제
2026.02.22 17:00:45,"초록들마트",166440,,2377890,입출금
2026.02.23 07:37:20,"아침숟가락",7020,,2370870,입출금
2026.02.23 20:52:57,"누리교통카드",13810,,2357060,입출금
2026.02.24 07:39:15,"푸른왜가리커피  1147",6530,,2350530,입출금
2026.02.24 07:48:19,"타코거리",37340,,2313190,입출금
2026.02.24 19:45:38,"데브포지 코파일럿",13500,,2299690,입출금
2026.02.25 07:26:10,"푸른왜가리커피  1147",5100,,2294590,입출금
2026.02.25 16:20:53,"(주)머리디언소프트 급여",,6547500,8842090,입출금
2026.02.25 19:30:37,"로스트웍스",5390,,8836700,입출금
2026.02.25 21:20:30,"국수마당",37040,,8799660,입출금
2026.02.26 07:42:32,"빠른택시 *운행",20430,,8779230,입출금
2026.02.26 17:18:12,"도시실타래 온라인",232620,,8546610,카드결제
2026.02.26 21:02:14,"로스트웍스",4750,,8541860,입출금
2026.02.27 09:09:51,"누리교통카드",17700,,8524160,입출금
2026.02.27 14:17:33,"초록들마트 214호점",177890,,8346270,입출금
2026.02.28 15:06:08,"로스트웍스",6670,,8339600,입출금
2026.02.28 18:19:13,"초록들마트",28350,,8311250,입출금
2026.02.28 22:38:56,"도시실타래",187420,,8123830,카드결제
2026.03.01 07:24:56,"월세 이체 J무어",2497500,,5626330,입출금
2026.03.01 08:49:08,"로스트웍스",8500,,5617830,입출금
2026.03.01 12:53:01,"은수저식당",33090,,5584740,입출금
2026.03.01 14:15:28,"로스트웍스",11300,,5573440,입출금
2026.03.02 10:38:39,"선류요가원",174150,,5399290,입출금
2026.03.03 12:26:31,"은수저식당",64080,,5335210,입출금
2026.03.03 15:17:27,"북문상회",148310,,5186900,입출금
2026.03.03 22:40:29,"푸른왜가리커피",11920,,5174980,입출금
2026.03.04 13:42:13,"누리카드 충전",12690,,5162290,입출금
2026.03.04 20:08:24,"로스트웍스",6020,,5156270,입출금
2026.03.04 20:10:21,"스트림리",25640,,5130630,입출금
2026.03.04 21:37:46,"찬장특급",77310,,5053320,입출금
2026.03.05 14:29:19,"도시실타래 온라인",227650,,4825670,카드결제
2026.03.05 19:10:27,"피자칸티나",18750,,4806920,입출금
2026.03.05 22:23:40,"누리교통카드",15710,,4791210,입출금
2026.03.06 15:29:43,"초록들마트",168340,,4622870,입출금
2026.03.06 16:09:06,"푸른왜가리커피",8830,,4614040,입출금
2026.03.06 18:27:20,"누리교통카드",11690,,4602350,입출금
2026.03.07 14:11:46,"누리카드 충전",10270,,4592080,입출금
2026.03.07 15:00:34,"국수마당 온라인",47700,,4544380,카드결제
2026.03.08 13:12:53,"찬장특급",165430,,4378950,입출금
2026.03.08 18:48:11,"누리카드 충전",3790,,4375160,입출금
2026.03.09 12:56:43,"아침숟가락",4930,,4370230,입출금
2026.03.09 14:35:36,"빠른택시 *운행",22000,,4348230,입출금
2026.03.09 17:53:02,"푸른왜가리커피",9630,,4338600,입출금
2026.03.09 18:39:58,"볼트백 프로 연간",13490,,4325110,카드결제
2026.03.09 22:24:32,"찬장특급",107930,,4217180,입출금
2026.03.10 13:49:43,"국수마당",34950,,4182230,입출금
2026.03.10 18:58:43,"초록들마트 214호점",152850,,4029380,입출금
2026.03.11 11:53:49,"튠박스 프리미엄",14840,,4014540,입출금
2026.03.11 16:37:09,"누리카드 충전",17390,,3997150,입출금
2026.03.12 12:10:43,"은수저식당",56960,,3940190,입출금
2026.03.12 20:27:16,"아침숟가락",11830,,3928360,입출금
2026.03.13 21:11:57,"푸른왜가리커피 1147",7340,,3921020,입출금
2026.03.13 22:48:56,"피자칸티나",17190,,3903830,입출금
2026.03.14 10:56:53,"레일링크 고속",20520,,3883310,입출금
2026.03.14 20:48:06,"도시실타래",172800,,3710510,카드결제
2026.03.14 22:51:40,"도시실타래",172800,,3537710,카드결제
2026.03.15 10:59:47,"아침숟가락",10640,,3527070,입출금
2026.03.15 13:38:52,"북부도시가스",170190,,3356880,입출금
2026.03.15 14:38:23,"초록들마트 214호점",139330,,3217550,입출금
2026.03.15 18:11:09,"국수마당",15430,,3202120,입출금
2026.03.15 22:38:43,"빠른택시 *운행",15930,,3186190,입출금
2026.03.16 08:30:58,"텔커넥트 모바일",72900,,3113290,입출금
2026.03.16 13:25:54,"누리카드 충전",16790,,3096500,입출금
2026.03.17 10:54:12,"타코거리",55930,,3040570,입출금
2026.03.17 13:37:13,"클라우드네스트 200GB",4040,,3036530,입출금
2026.03.17 16:45:49,"푸른왜가리커피  1147",7340,,3029190,입출금
2026.03.19 10:57:17,"푸른왜가리커피 1147",5640,,3023550,입출금
2026.03.19 11:42:27,"푸른왜가리커피",10730,,3012820,입출금
2026.03.19 18:37:54,"누리카드 충전",17500,,2995320,입출금
2026.03.20 08:35:40,"북문상회",171980,,2823340,입출금
2026.03.20 09:18:57,"누리교통카드",11000,,2812340,입출금
2026.03.20 15:42:11,"도시실타래 환불",,172800,2985140,카드결제
2026.03.20 22:05:24,"푸른왜가리커피  1147",10930,,2974210,입출금
2026.03.21 07:36:50,"프라임박스 멤버십",12140,,2962070,입출금
2026.03.21 08:27:52,"도시실타래",195450,,2766620,카드결제
2026.03.21 14:34:47,"레일링크 고속",15340,,2751280,입출금
2026.03.22 13:46:24,"누리카드 충전",4810,,2746470,입출금
2026.03.22 13:55:38,"로스트웍스",6280,,2740190,입출금
2026.03.22 15:44:05,"국수마당",32050,,2708140,입출금
2026.03.22 16:08:57,"푸른왜가리커피  1147",7200,,2700940,입출금
2026.03.23 15:57:13,"빠른택시 *운행",8870,,2692070,입출금
2026.03.23 15:59:00,"도시실타래",231120,,2460950,카드결제
2026.03.24 10:56:01,"빠른택시 *운행",11640,,2449310,입출금
2026.03.24 15:41:42,"로스트웍스",9310,,2440000,입출금
2026.03.24 16:02:47,"푸른왜가리커피 1147",9800,,2430200,입출금
2026.03.24 19:18:49,"데브포지 코파일럿",13500,,2416700,입출금
2026.03.25 11:31:55,"누리교통카드",21600,,2395100,입출금
2026.03.25 13:41:23,"로스트웍스",6600,,2388500,입출금
2026.03.25 15:05:27,"(주)머리디언소프트 급여",,6547500,8936000,입출금
2026.03.25 19:32:23,"로스트웍스",11040,,8924960,입출금
2026.03.26 08:25:04,"아침숟가락",12000,,8912960,입출금
2026.03.26 11:24:01,"타코거리",47280,,8865680,입출금
2026.03.26 18:04:25,"누리교통카드",13950,,8851730,입출금
2026.03.27 08:07:34,"도시락특급",61410,,8790320,입출금
2026.03.27 09:26:55,"아침숟가락",7610,,8782710,입출금
2026.03.27 18:21:25,"도시실타래",114250,,8668460,카드결제
2026.03.29 15:00:00,"푸른왜가리커피 1147",4860,,8663600,입출금
2026.03.29 15:39:20,"국수마당 온라인",29890,,8633710,입출금
2026.03.29 19:32:57,"로스트웍스",5040,,8628670,입출금
2026.03.29 22:58:22,"초록들마트 느티나무점",104020,,8524650,입출금
2026.03.30 07:50:22,"타코거리",40150,,8484500,입출금
2026.03.30 21:26:21,"푸른왜가리커피",12310,,8472190,입출금
2026.03.31 15:47:20,"초록들마트 느티나무점",167860,,8304330,입출금
2026.04.01 14:42:20,"누리카드 충전",7790,,8296540,입출금
2026.04.01 21:57:58,"월세 이체 J무어",2497500,,5799040,입출금
2026.04.02 08:07:32,"푸른왜가리커피",7970,,5791070,입출금
2026.04.02 09:38:45,"선류요가원",174150,,5616920,입출금
2026.04.02 10:07:29,"빠른택시 *운행",13270,,5603650,입출금
2026.04.02 15:19:37,"초록들마트",49630,,5554020,입출금
2026.04.02 15:45:44,"로스트웍스",10140,,5543880,입출금
2026.04.03 13:54:45,"아침숟가락",5600,,5538280,입출금
2026.04.03 16:04:01,"푸른왜가리커피",10310,,5527970,입출금
2026.04.04 11:27:34,"국수마당",28000,,5499970,입출금
2026.04.04 12:27:36,"푸른왜가리커피",5410,,5494560,입출금
2026.04.04 13:43:01,"누리교통카드",20560,,5474000,입출금
2026.04.04 20:27:41,"스트림리",25640,,5448360,입출금
2026.04.06 19:13:07,"로스트웍스",11520,,5436840,입출금
2026.04.06 22:45:58,"레일링크 고속",13660,,5423180,입출금
2026.04.07 12:44:41,"누리카드 충전",10910,,5412270,입출금
2026.04.07 13:46:51,"초록들마트",72980,,5339290,입출금
2026.04.07 16:27:20,"도시락특급",40580,,5298710,입출금
2026.04.08 17:50:56,"도시락특급",44310,,5254400,입출금
2026.04.08 22:19:33,"빠른택시 *운행",10380,,5244020,입출금
2026.04.08 22:54:18,"초록들마트 느티나무점",29770,,5214250,입출금
2026.04.09 09:19:07,"북문상회",126220,,5088030,입출금
2026.04.09 11:32:44,"은수저식당",45560,,5042470,입출금
2026.04.09 15:34:46,"볼트백 프로 연간",13490,,5028980,카드결제
2026.04.09 21:52:44,"레일링크 고속",4310,,5024670,입출금
2026.04.10 17:21:39,"피자칸티나",19370,,5005300,입출금
2026.04.11 07:27:42,"튠박스 프리미엄",14840,,4990460,입출금
2026.04.11 16:58:01,"누리교통카드",14620,,4975840,입출금
2026.04.12 14:46:50,"빠른택시",6490,,4969350,입출금
2026.04.12 15:21:13,"도시실타래 온라인",207980,,4761370,카드결제
2026.04.12 16:18:43,"초록들마트 느티나무점",131620,,4629750,입출금
2026.04.12 21:59:03,"로스트웍스",5400,,4624350,입출금
2026.04.13 07:23:03,"찬장특급",117710,,4506640,입출금
2026.04.14 16:53:09,"레일링크 고속",4390,,4502250,입출금
2026.04.14 17:19:02,"찬장특급",28590,,4473660,입출금
2026.04.14 18:12:52,"푸른왜가리커피",11700,,4461960,입출금
2026.04.14 18:30:56,"도시락특급",29930,,4432030,입출금
2026.04.15 11:45:40,"누리교통카드",18130,,4413900,입출금
2026.04.15 12:31:21,"은수저식당",24660,,4389240,입출금
2026.04.15 13:54:08,"북부도시가스",66850,,4322390,입출금
2026.04.15 14:03:55,"도시실타래 온라인",282260,,4040130,카드결제
2026.04.15 15:21:39,"아침숟가락",4660,,4035470,입출금
2026.04.16 18:17:48,"텔커넥트 모바일",72900,,3962570,입출금
2026.04.16 21:00:10,"초록들마트",79700,,3882870,입출금
2026.04.17 10:42:45,"클라우드네스트 200GB",4040,,3878830,입출금
2026.04.17 10:43:52,"아침숟가락",5450,,3873380,입출금
2026.04.17 10:45:58,"아침숟가락",8100,,3865280,입출금
2026.04.17 14:37:27,"초록들마트 느티나무점",147410,,3717870,입출금
2026.04.17 16:40:58,"도시락특급",33030,,3684840,입출금
2026.04.17 20:10:42,"레일링크 고속",13700,,3671140,입출금
2026.04.18 09:02:50,"누리카드 충전",20590,,3650550,입출금
2026.04.18 15:05:49,"초록들마트 느티나무점",66230,,3584320,입출금
2026.04.18 16:44:46,"도시락특급",31450,,3552870,입출금
2026.04.19 10:54:43,"누리교통카드",8410,,3544460,입출금
2026.04.19 13:49:42,"푸른왜가리커피",7710,,3536750,입출금
2026.04.19 16:41:37,"로스트웍스",12340,,3524410,입출금
2026.04.20 07:59:23,"픽셀앤페이퍼",218400,,3306010,카드결제
2026.04.20 13:48:00,"로스트웍스",8420,,3297590,입출금
2026.04.20 16:34:26,"빠른택시",19830,,3277760,입출금
2026.04.20 17:58:00,"초록들마트 214호점",33180,,3244580,입출금
2026.04.20 22:02:30,"국수마당 온라인",54500,,3190080,입출금
2026.04.21 10:48:03,"푸른왜가리커피 1147",8760,,3181320,입출금
2026.04.21 14:17:35,"프라임박스 멤버십",12140,,3169180,입출금
2026.04.21 15:05:56,"찬장특급",83340,,3085840,입출금
2026.04.21 17:18:09,"은수저식당",52510,,3033330,입출금
2026.04.22 11:28:56,"도시락특급",50490,,2982840,입출금
2026.04.22 18:54:39,"빠른택시",8090,,2974750,입출금
2026.04.23 12:41:05,"푸른왜가리커피 1147",6620,,2968130,입출금
2026.04.23 19:08:14,"푸른왜가리커피  1147",10840,,2957290,입출금
2026.04.23 19:33:52,"누리교통카드",7640,,2949650,입출금
2026.04.24 18:01:51,"도시실타래 온라인",83020,,2866630,카드결제
2026.04.24 21:08:12,"데브포지 코파일럿",13500,,2853130,입출금
2026.04.25 07:33:42,"국수마당",29480,,2823650,입출금
2026.04.25 12:59:05,"아침숟가락",11250,,2812400,입출금
2026.04.25 15:01:45,"(주)머리디언소프트 급여",,6547500,9359900,입출금
2026.04.25 15:36:17,"레일링크 고속",9730,,9350170,입출금
2026.04.26 10:36:34,"도시실타래",202610,,9147560,카드결제
2026.04.26 11:26:02,"빠른택시 *운행",19060,,9128500,입출금
2026.04.26 11:53:42,"아침숟가락",6120,,9122380,입출금
2026.04.26 14:05:50,"타코거리",53010,,9069370,입출금
2026.04.26 16:59:29,"푸른왜가리커피  1147",11430,,9057940,입출금
2026.04.28 10:57:16,"푸른왜가리커피",11380,,9046560,입출금
2026.04.28 12:22:37,"북문상회",138040,,8908520,입출금
2026.04.28 17:35:00,"로스트웍스",11800,,8896720,입출금
2026.04.28 18:43:51,"누리교통카드",16210,,8880510,입출금
2026.04.29 07:47:10,"빠른택시",12490,,8868020,입출금
2026.04.29 08:51:13,"푸른왜가리커피 1147",10890,,8857130,입출금
2026.04.29 21:55:46,"타코거리",60070,,8797060,입출금
2026.04.30 14:02:53,"국수마당",29510,,8767550,입출금
2026.04.30 14:06:43,"누리카드 충전",16120,,8751430,입출금
2026.05.01 10:10:22,"초록들마트 214호점",54890,,8696540,입출금
2026.05.01 12:36:13,"푸른왜가리커피 1147",10310,,8686230,입출금
2026.05.01 14:59:37,"피자칸티나",58080,,8628150,입출금
2026.05.01 18:12:14,"월세 이체 J무어",2497500,,6130650,입출금
2026.05.01 19:59:03,"레일링크 고속",21440,,6109210,입출금
2026.05.02 07:18:39,"아침숟가락",8610,,6100600,입출금
2026.05.02 08:20:00,"하늘다리항공",1733400,,4367200,카드결제
2026.05.02 11:25:50,"선류요가원",174150,,4193050,입출금
2026.05.02 11:35:57,"픽셀앤페이퍼",45830,,4147220,카드결제
2026.05.02 19:50:12,"누리카드 충전",13930,,4133290,입출금
2026.05.03 07:50:31,"머무름둥지",1002370,,3130920,카드결제
2026.05.03 11:34:06,"찬장특급",172070,,2958850,입출금
2026.05.03 14:17:30,"누리카드 충전",7910,,2950940,입출금
2026.05.04 11:50:12,"누리교통카드",18910,,2932030,입출금
2026.05.04 12:13:31,"푸른왜가리커피 1147",8070,,2923960,입출금
2026.05.04 19:19:45,"스트림리",25640,,2898320,입출금
2026.05.05 09:55:43,"초록들마트 느티나무점",116910,,2781410,입출금
2026.05.05 18:16:10,"도시락특급",63310,,2718100,입출금
2026.05.05 19:16:14,"면세 제2터미널",429300,,2288800,카드결제
2026.05.05 21:45:25,"레일링크 고속",3280,,2285520,입출금
2026.05.06 11:36:38,"타코거리",51660,,2233860,입출금
2026.05.06 16:46:48,"누리교통카드",3480,,2230380,입출금
2026.05.07 20:52:25,"레일링크 고속",14080,,2216300,입출금
2026.05.08 07:34:22,"국수마당",30690,,2185610,입출금
2026.05.09 07:13:49,"빠른택시",3270,,2182340,입출금
2026.05.09 08:01:54,"볼트백 프로 연간",13490,,2168850,카드결제
2026.05.09 18:10:11,"푸른왜가리커피",11270,,2157580,입출금
2026.05.10 13:41:42,"푸른왜가리커피 1147",8020,,2149560,입출금
2026.05.10 14:45:56,"푸른왜가리커피",8220,,2141340,입출금
2026.05.10 20:23:58,"초록들마트",63370,,2077970,입출금
2026.05.11 11:35:30,"튠박스 프리미엄",14840,,2063130,입출금
2026.05.11 12:19:45,"푸른왜가리커피  1147",11970,,2051160,입출금
2026.05.11 18:46:17,"푸른왜가리커피",10110,,2041050,입출금
2026.05.12 14:29:43,"초록들마트 214호점",173290,,1867760,입출금
2026.05.12 18:56:56,"타코거리",45180,,1822580,입출금
2026.05.12 21:59:55,"빠른택시",13740,,1808840,입출금
2026.05.13 17:42:30,"레일링크 고속",5430,,1803410,입출금
2026.05.13 21:05:13,"국수마당 온라인",38110,,1765300,입출금
2026.05.14 15:00:51,"느티나무의원",104960,,1660340,카드결제
2026.05.15 09:10:43,"초록들마트 214호점",151480,,1508860,입출금
2026.05.15 17:02:53,"시립전력공사",135420,,1373440,입출금
2026.05.16 07:08:23,"텔커넥트 모바일",72900,,1300540,입출금
2026.05.16 11:41:21,"누리교통카드",9770,,1290770,입출금
2026.05.16 18:49:17,"국수마당",50960,,1239810,입출금
2026.05.16 19:29:13,"푸른왜가리커피",6370,,1233440,입출금
2026.05.16 19:57:55,"픽셀앤페이퍼",124010,,1109430,카드결제
2026.05.16 20:06:58,"국수마당 온라인",67970,,1041460,카드결제
2026.05.16 20:46:46,"푸른왜가리커피 1147",11390,,1030070,입출금
2026.05.17 10:52:05,"로스트웍스",6670,,1023400,입출금
2026.05.17 18:46:53,"클라우드네스트 200GB",4040,,1019360,입출금
2026.05.17 21:11:13,"아침숟가락",7880,,1011480,입출금
2026.05.18 19:01:19,"도시실타래",60900,,950580,카드결제
2026.05.18 21:02:54,"누리카드 충전",8880,,941700,입출금
2026.05.19 07:19:51,"도시실타래 온라인",66420,,875280,카드결제
2026.05.19 19:00:23,"좋은건강약국",93810,,781470,카드결제
2026.05.19 20:13:54,"아침숟가락",5800,,775670,입출금
2026.05.19 22:07:18,"레일링크 고속",9020,,766650,입출금
2026.05.20 13:05:05,"도시락특급",59250,,707400,입출금
2026.05.21 20:00:43,"프라임박스 멤버십",12140,,695260,입출금
2026.05.21 20:40:37,"매일생활잡화",207040,,488220,카드결제
2026.05.21 20:51:21,"누리카드 충전",18200,,470020,입출금
2026.05.22 07:47:16,"누리교통카드",21290,,448730,입출금
2026.05.22 11:23:39,"푸른왜가리커피",9460,,439270,입출금
2026.05.23 20:46:22,"누리교통카드",18680,,420590,입출금
2026.05.23 21:07:00,"푸른왜가리커피",4720,,415870,입출금
2026.05.24 11:08:57,"피자칸티나",52560,,363310,입출금
2026.05.24 16:14:10,"푸른왜가리커피 1147",5740,,357570,입출금
2026.05.24 19:02:44,"데브포지 코파일럿",13500,,344070,입출금
2026.05.24 21:04:27,"아침숟가락",7830,,336240,입출금
2026.05.25 15:10:11,"국수마당",34980,,301260,입출금
2026.05.25 17:10:52,"초록들마트 214호점",134370,,166890,입출금
2026.05.25 21:19:39,"도시실타래 온라인",277320,,-110430,카드결제
2026.05.25 21:38:30,"(주)머리디언소프트 급여",,6547500,6437070,입출금
2026.05.26 14:54:04,"도시락특급",44890,,6392180,입출금
2026.05.26 15:29:36,"푸른왜가리커피",5900,,6386280,입출금
2026.05.26 20:13:49,"빠른택시 *운행",10640,,6375640,입출금
2026.05.27 20:54:44,"레일링크 고속",16310,,6359330,입출금
2026.05.28 17:10:08,"빠른택시",10290,,6349040,입출금
2026.05.29 10:51:48,"초록들마트",174310,,6174730,입출금
2026.05.29 16:12:49,"피자칸티나",19300,,6155430,입출금
2026.05.29 16:15:24,"레일링크 고속",8920,,6146510,입출금
2026.05.30 13:03:10,"로스트웍스",7150,,6139360,입출금
2026.05.30 16:02:39,"은수저식당",31210,,6108150,입출금
2026.05.30 17:16:23,"초록들마트 느티나무점",100760,,6007390,입출금
2026.05.30 19:37:59,"레일링크 고속",17370,,5990020,입출금
2026.05.31 15:25:26,"푸른왜가리커피  1147",6720,,5983300,입출금
2026.05.31 17:44:03,"빠른택시 *운행",14300,,5969000,입출금
2026.05.31 20:34:13,"북문상회",89750,,5879250,입출금
2026.06.01 12:35:03,"아침숟가락",7920,,5871330,입출금
2026.06.01 12:58:59,"누리카드 충전",17940,,5853390,입출금
2026.06.01 13:51:34,"월세 이체 J무어",2497500,,3355890,입출금
2026.06.02 08:37:44,"선류요가원",174150,,3181740,입출금
2026.06.02 22:04:07,"빠른택시 *운행",15390,,3166350,입출금
2026.06.03 11:04:12,"북문상회",51080,,3115270,입출금
2026.06.03 18:50:41,"도시락특급",32350,,3082920,입출금
2026.06.04 08:38:52,"스트림리",25640,,3057280,입출금
2026.06.04 08:43:55,"푸른왜가리커피  1147",9980,,3047300,입출금
2026.06.04 17:41:18,"픽셀앤페이퍼",29540,,3017760,카드결제
2026.06.05 13:12:12,"국수마당 온라인",39200,,2978560,입출금
2026.06.05 16:22:08,"아침숟가락",9990,,2968570,입출금
2026.06.06 08:49:43,"빠른택시",19660,,2948910,입출금
2026.06.06 14:59:08,"푸른왜가리커피  1147",7570,,2941340,입출금
2026.06.06 15:31:46,"타코거리",30790,,2910550,입출금
2026.06.06 16:00:53,"북문상회",122800,,2787750,입출금
2026.06.06 19:40:18,"도시락특급",122550,,2665200,카드결제
2026.06.07 10:26:04,"빠른택시 *운행",21290,,2643910,입출금
2026.06.07 18:41:44,"푸른왜가리커피",4670,,2639240,입출금
2026.06.07 19:15:57,"느티나무의원",55160,,2584080,카드결제
2026.06.08 12:32:18,"누리교통카드",9610,,2574470,입출금
2026.06.08 15:43:53,"타코거리",30750,,2543720,입출금
2026.06.08 17:10:55,"푸른왜가리커피  1147",12160,,2531560,입출금
2026.06.08 17:21:37,"로스트웍스",7320,,2524240,입출금
2026.06.09 14:04:25,"볼트백 프로 연간",13490,,2510750,카드결제
2026.06.09 14:28:37,"누리카드 충전",11410,,2499340,입출금
2026.06.09 14:40:02,"노르드벨 홈",240160,,2259180,카드결제
2026.06.09 16:32:45,"아침숟가락",10770,,2248410,입출금
2026.06.10 10:12:20,"누리카드 충전",18080,,2230330,입출금
2026.06.10 10:56:22,"푸른왜가리커피 1147",9300,,2221030,입출금
2026.06.10 20:08:55,"푸른왜가리커피  1147",9270,,2211760,입출금
2026.06.11 12:59:41,"누리카드 충전",16160,,2195600,입출금
2026.06.11 14:18:04,"푸른왜가리커피 1147",9630,,2185970,입출금
2026.06.11 14:45:35,"튠박스 프리미엄",14840,,2171130,입출금
