Date,Description,Amount,Currency,Account
2025-12-23,"SILVER FORK BISTRO",-46.19,USD,"Everyday Checking ****2210"
2025-12-23,"METRO TRANSIT CARD",-7.82,USD,"Everyday Checking ****2210"
2025-12-24,"DEVFORGE COPILOT",-10.00,USD,"Everyday Checking ****2210"
2025-12-24,"GREENFIELD MARKET",-412.00,USD,"Everyday Checking ****2210"
2025-12-24,"METRO TRANSIT CARD",-14.34,USD,"Everyday Checking ****2210"
2025-12-24,"PANTRY EXPRESS",-78.42,USD,"Everyday Checking ****2210"
2025-12-25,"SILVER FORK BISTRO",-22.76,USD,"Everyday Checking ****2210"
2025-12-25,"ROASTWORKS ESPRESSO",-8.37,USD,"Everyday Checking ****2210"
2025-12-25,"METRO TRANSIT CARD",-12.62,USD,"Everyday Checking ****2210"
2025-12-25,"MERIDIAN SOFTWARE LTD PAYROLL",4850.00,USD,"Everyday Checking ****2210"
2025-12-26,"BLUE HERON COFFEE  1147",-4.21,USD,"Everyday Checking ****2210"
2025-12-26,"BLUE HERON COFFEE  1147",-5.65,USD,"Everyday Checking ****2210"
2025-12-26,"RAILLINK INTERCITY",-13.06,USD,"Everyday Checking ****2210"
2025-12-28,"BENTO BOX EXPRESS",-37.48,USD,"Everyday Checking ****2210"
2025-12-28,"GREENFIELD MKT #214",-48.81,USD,"Everyday Checking ****2210"
2025-12-28,"ROASTWORKS ESPRESSO",-4.02,USD,"Everyday Checking ****2210"
2025-12-29,"SWIFT CAB",-13.40,USD,"Everyday Checking ****2210"
2025-12-29,"NOODLEYARD ONLINE",-12.49,USD,"Everyday Checking ****2210"
2025-12-30,"SWIFT CAB",-11.28,USD,"Everyday Checking ****2210"
2025-12-30,"NORDVELL HOME",-78.49,USD,"Horizon Rewards Card ****4417"
2025-12-31,"BLUE HERON COFFEE  1147",-7.76,USD,"Everyday Checking ****2210"
2025-12-31,"SWIFT CAB",-5.12,USD,"Everyday Checking ****2210"
2026-01-01,"SWIFTCAB *TRIP",-8.39,USD,"Everyday Checking ****2210"
2026-01-01,"RENT TRANSFER - J MOORE",-1850.00,USD,"Everyday Checking ****2210"
2026-01-02,"Greenfield Market - Elm St",-89.80,USD,"Everyday Checking ****2210"
2026-01-02,"METRO TRANSIT CARD",-12.60,USD,"Everyday Checking ****2210"
2026-01-02,"ZENFLOW YOGA STUDIO",-129.00,USD,"Everyday Checking ****2210"
2026-01-02,"MORNING SPOON CAFE",-4.30,USD,"Everyday Checking ****2210"
2026-01-03,"MORNING SPOON CAFE",-6.74,USD,"Everyday Checking ****2210"
2026-01-03,"SWIFTCAB *TRIP",-3.83,USD,"Everyday Checking ****2210"
2026-01-03,"NOODLEYARD ONLINE",-12.03,USD,"Everyday Checking ****2210"
2026-01-04,"MORNING SPOON CAFE",-3.96,USD,"Everyday Checking ****2210"
2026-01-04,"BENTO BOX EXPRESS",-16.67,USD,"Everyday Checking ****2210"
2026-01-04,"STREAMLY.COM",-15.99,USD,"Everyday Checking ****2210"
2026-01-04,"GREENFIELD MARKET",-87.93,USD,"Everyday Checking ****2210"
2026-01-04,"BLUE HERON COFFEE  1147",-7.47,USD,"Everyday Checking ****2210"
2026-01-04,"RAILLINK INTERCITY",-8.91,USD,"Everyday Checking ****2210"
2026-01-05,"SWIFTCAB *TRIP",-5.69,USD,"Everyday Checking ****2210"
2026-01-05,"ROASTWORKS ESPRESSO",-7.73,USD,"Everyday Checking ****2210"
2026-01-06,"BLUEHERON COFFEE #1147",-5.24,USD,"Everyday Checking ****2210"
2026-01-06,"PIXEL AND PAPER",-177.37,USD,"Horizon Rewards Card ****4417"
2026-01-06,"BENTO BOX EXPRESS",-12.68,USD,"Everyday Checking ****2210"
2026-01-06,"BLUEHERON COFFEE #1147",-8.50,USD,"Everyday Checking ****2210"
2026-01-06,"METROCARD RELOAD",-4.54,USD,"Everyday Checking ****2210"
2026-01-07,"Greenfield Market - Elm St",-50.37,USD,"Everyday Checking ****2210"
2026-01-08,"BLUE HERON COFFEE  1147",-6.71,USD,"Everyday Checking ****2210"
2026-01-09,"BENTO BOX EXPRESS",-22.93,USD,"Everyday Checking ****2210"
2026-01-09,"VAULTBACK PRO ANNUALSAVE",-9.99,USD,"Horizon Rewards Card ****4417"
2026-01-10,"GOODHEALTH PHARMACY",-19.55,USD,"Horizon Rewards Card ****4417"
2026-01-10,"BLUE HERON COFFEE  1147",-6.82,USD,"Everyday Checking ****2210"
2026-01-10,"URBAN THREAD ONLINE",-207.67,USD,"Horizon Rewards Card ****4417"
2026-01-10,"METROCARD RELOAD",-15.96,USD,"Everyday Checking ****2210"
2026-01-11,"MORNING SPOON CAFE",-8.57,USD,"Everyday Checking ****2210"
2026-01-11,"GREENFIELD MARKET",-54.94,USD,"Everyday Checking ****2210"
2026-01-11,"TUNEBOX PREMIUM",-10.99,USD,"Everyday Checking ****2210"
2026-01-12,"NORTHGATE GROCERS",-39.86,USD,"Everyday Checking ****2210"
2026-01-12,"METRO TRANSIT CARD",-5.54,USD,"Everyday Checking ****2210"
2026-01-14,"METROCARD RELOAD",-14.49,USD,"Everyday Checking ****2210"
2026-01-15,"AQUAWORKS WATER BOARD",-73.02,USD,"Everyday Checking ****2210"
2026-01-15,"BENTO BOX EXPRESS",-47.84,USD,"Everyday Checking ****2210"
2026-01-15,"Greenfield Market - Elm St",-95.55,USD,"Everyday Checking ****2210"
2026-01-15,"METROCARD RELOAD",-2.77,USD,"Everyday Checking ****2210"
2026-01-15,"URBANTHREAD",-201.53,USD,"Horizon Rewards Card ****4417"
2026-01-16,"MORNING SPOON CAFE",-4.47,USD,"Everyday Checking ****2210"
2026-01-16,"TELCONNECT MOBILE",-54.00,USD,"Everyday Checking ****2210"
2026-01-16,"METROCARD RELOAD",-16.00,USD,"Everyday Checking ****2210"
2026-01-16,"Greenfield Market - Elm St",-25.16,USD,"Everyday Checking ****2210"
2026-01-17,"METRO TRANSIT CARD",-8.94,USD,"Everyday Checking ****2210"
2026-01-17,"CLOUDNEST STORAGE 200GB",-2.99,USD,"Everyday Checking ****2210"
2026-01-18,"BLUE HERON COFFEE  1147",-6.37,USD,"Everyday Checking ****2210"
2026-01-18,"SWIFTCAB *TRIP",-15.86,USD,"Everyday Checking ****2210"
2026-01-18,"BLUE HERON COFFEE  1147",-8.82,USD,"Everyday Checking ****2210"
2026-01-19,"PANTRY EXPRESS",-92.57,USD,"Everyday Checking ****2210"
2026-01-20,"TAKO STREET KITCHEN",-42.77,USD,"Everyday Checking ****2210"
2026-01-21,"PRIMEBOX MEMBERSHIP",-8.99,USD,"Everyday Checking ****2210"
2026-01-21,"NOODLEYARD ONLINE",-17.86,USD,"Everyday Checking ****2210"
2026-01-22,"BLUE HERON COFFEE  1147",-4.91,USD,"Everyday Checking ****2210"
2026-01-22,"METRO TRANSIT CARD",-4.04,USD,"Everyday Checking ****2210"
2026-01-23,"SWIFT CAB",-12.06,USD,"Everyday Checking ****2210"
2026-01-24,"BENTO BOX EXPRESS",-46.91,USD,"Horizon Rewards Card ****4417"
2026-01-24,"ROASTWORKS ESPRESSO",-3.80,USD,"Everyday Checking ****2210"
2026-01-24,"MORNING SPOON CAFE",-4.58,USD,"Everyday Checking ****2210"
2026-01-24,"DEVFORGE COPILOT",-10.00,USD,"Everyday Checking ****2210"
2026-01-25,"BLUEHERON COFFEE #1147",-7.49,USD,"Everyday Checking ****2210"
2026-01-25,"MERIDIAN SOFTWARE LTD PAYROLL",4850.00,USD,"Everyday Checking ****2210"
2026-01-25,"RAILLINK INTERCITY",-6.74,USD,"Everyday Checking ****2210"
2026-01-26,"BLUE HERON COFFEE  1147",-4.96,USD,"Everyday Checking ****2210"
2026-01-26,"METROCARD RELOAD",-15.94,USD,"Everyday Checking ****2210"
2026-01-26,"TAKO STREET KITCHEN",-45.64,USD,"Everyday Checking ****2210"
2026-01-27,"METRO TRANSIT CARD",-5.59,USD,"Everyday Checking ****2210"
2026-01-28,"ELM STREET CLINIC",-60.26,USD,"Horizon Rewards Card ****4417"
2026-01-28,"NOODLE YARD",-17.33,USD,"Everyday Checking ****2210"
2026-01-28,"BLUE HERON COFFEE",-6.45,USD,"Everyday Checking ****2210"
2026-01-29,"RAILLINK INTERCITY",-12.26,USD,"Everyday Checking ****2210"
2026-01-30,"RAILLINK INTERCITY",-13.90,USD,"Everyday Checking ****2210"
2026-01-30,"GREENFIELD MARKET",-24.42,USD,"Everyday Checking ****2210"
2026-01-31,"ROASTWORKS ESPRESSO",-6.69,USD,"Everyday Checking ****2210"
2026-01-31,"TAKO STREET KITCHEN",-85.09,USD,"Horizon Rewards Card ****4417"
2026-01-31,"RAILLINK INTERCITY",-15.08,USD,"Everyday Checking ****2210"
2026-01-31,"BLUE HERON COFFEE  1147",-4.28,USD,"Everyday Checking ****2210"
2026-01-31,"NOODLEYARD ONLINE",-21.76,USD,"Everyday Checking ****2210"
2026-02-01,"RENT TRANSFER - J MOORE",-1850.00,USD,"Everyday Checking ****2210"
2026-02-01,"Greenfield Market - Elm St",-130.42,USD,"Everyday Checking ****2210"
2026-02-01,"SWIFT CAB",-9.63,USD,"Everyday Checking ****2210"
2026-02-02,"ZENFLOW YOGA STUDIO",-129.00,USD,"Everyday Checking ****2210"
2026-02-02,"MORNING SPOON CAFE",-5.44,USD,"Everyday Checking ****2210"
2026-02-02,"NORTHGATE GROCERS",-68.91,USD,"Everyday Checking ****2210"
2026-02-02,"BLUE HERON COFFEE",-4.39,USD,"Everyday Checking ****2210"
2026-02-03,"METROCARD RELOAD",-6.60,USD,"Everyday Checking ****2210"
2026-02-03,"PIZZA CANTINA",-35.59,USD,"Everyday Checking ****2210"
2026-02-04,"STREAMLY.COM",-15.99,USD,"Everyday Checking ****2210"
2026-02-04,"BLUE HERON COFFEE",-5.79,USD,"Everyday Checking ****2210"
2026-02-04,"SWIFT CAB",-14.71,USD,"Everyday Checking ****2210"
2026-02-04,"PANTRY EXPRESS",-108.77,USD,"Everyday Checking ****2210"
2026-02-05,"RAILLINK INTERCITY",-6.61,USD,"Everyday Checking ****2210"
2026-02-05,"MORNING SPOON CAFE",-4.54,USD,"Everyday Checking ****2210"
2026-02-05,"SILVER FORK BISTRO",-26.38,USD,"Everyday Checking ****2210"
2026-02-06,"METRO TRANSIT CARD",-11.33,USD,"Everyday Checking ****2210"
2026-02-06,"MORNING SPOON CAFE",-8.69,USD,"Everyday Checking ****2210"
2026-02-07,"BLUEHERON COFFEE #1147",-7.62,USD,"Everyday Checking ****2210"
2026-02-07,"PANTRY EXPRESS",-58.78,USD,"Everyday Checking ****2210"
2026-02-07,"BENTO BOX EXPRESS",-93.89,USD,"Horizon Rewards Card ****4417"
2026-02-07,"TAKO STREET KITCHEN",-40.89,USD,"Everyday Checking ****2210"
2026-02-07,"SWIFT CAB",-5.66,USD,"Everyday Checking ****2210"
2026-02-08,"PIZZA CANTINA",-40.82,USD,"Everyday Checking ****2210"
2026-02-08,"SWIFTCAB *TRIP",-4.82,USD,"Everyday Checking ****2210"
2026-02-08,"MORNING SPOON CAFE",-8.64,USD,"Everyday Checking ****2210"
2026-02-08,"BLUEHERON COFFEE #1147",-5.33,USD,"Everyday Checking ****2210"
2026-02-09,"RAILLINK INTERCITY",-7.80,USD,"Everyday Checking ****2210"
2026-02-09,"NORTHGATE GROCERS",-68.10,USD,"Everyday Checking ****2210"
2026-02-09,"BLUE HERON COFFEE  1147",-5.31,USD,"Everyday Checking ****2210"
2026-02-09,"VAULTBACK PRO ANNUALSAVE",-9.99,USD,"Horizon Rewards Card ****4417"
2026-02-09,"BLUE HERON COFFEE  1147",-6.23,USD,"Everyday Checking ****2210"
2026-02-10,"Greenfield Market - Elm St",-97.52,USD,"Everyday Checking ****2210"
2026-02-10,"TAKO STREET KITCHEN",-14.69,USD,"Everyday Checking ****2210"
2026-02-11,"DAILYGOODS DEPOT",-71.02,USD,"Horizon Rewards Card ****4417"
2026-02-11,"BLUE HERON COFFEE",-4.87,USD,"Everyday Checking ****2210"
2026-02-11,"TUNEBOX PREMIUM",-10.99,USD,"Everyday Checking ****2210"
2026-02-11,"PIZZA CANTINA",-28.26,USD,"Everyday Checking ****2210"
2026-02-12,"TAKO STREET KITCHEN",-29.08,USD,"Everyday Checking ****2210"
2026-02-12,"Greenfield Market - Elm St",-23.51,USD,"Everyday Checking ****2210"
2026-02-12,"METROCARD RELOAD",-11.38,USD,"Everyday Checking ****2210"
2026-02-13,"BLUEHERON COFFEE #1147",-5.40,USD,"Everyday Checking ****2210"
2026-02-13,"SILVER FORK BISTRO",-32.98,USD,"Everyday Checking ****2210"
2026-02-13,"GREENFIELD MARKET",-64.00,USD,"Everyday Checking ****2210"
2026-02-14,"BLUE HERON COFFEE  1147",-4.00,USD,"Everyday Checking ****2210"
2026-02-14,"PIZZA CANTINA",-46.17,USD,"Everyday Checking ****2210"
2026-02-14,"ROASTWORKS ESPRESSO",-8.51,USD,"Everyday Checking ****2210"
2026-02-15,"NORTHGATE GROCERS",-102.28,USD,"Everyday Checking ****2210"
2026-02-15,"SWIFTCAB *TRIP",-11.74,USD,"Everyday Checking ****2210"
2026-02-15,"BLUE HERON COFFEE",-4.01,USD,"Everyday Checking ****2210"
2026-02-15,"BLUE HERON COFFEE  1147",-5.93,USD,"Everyday Checking ****2210"
2026-02-15,"CITY POWER AND LIGHT",-62.50,USD,"Everyday Checking ****2210"
2026-02-16,"BLUEHERON COFFEE #1147",-5.13,USD,"Everyday Checking ****2210"
2026-02-16,"TELCONNECT MOBILE",-54.00,USD,"Everyday Checking ****2210"
2026-02-16,"BENTO BOX EXPRESS",-35.79,USD,"Everyday Checking ****2210"
2026-02-16,"SWIFT CAB",-5.88,USD,"Everyday Checking ****2210"
2026-02-17,"MORNING SPOON CAFE",-5.35,USD,"Everyday Checking ****2210"
2026-02-17,"BLUE HERON COFFEE",-9.13,USD,"Everyday Checking ****2210"
2026-02-17,"SWIFTCAB *TRIP",-13.22,USD,"Everyday Checking ****2210"
2026-02-17,"CLOUDNEST STORAGE 200GB",-2.99,USD,"Everyday Checking ****2210"
2026-02-18,"METRO TRANSIT CARD",-13.90,USD,"Everyday Checking ****2210"
2026-02-18,"BENTO BOX EXPRESS",-23.69,USD,"Everyday Checking ****2210"
2026-02-18,"Greenfield Market - Elm St",-109.47,USD,"Everyday Checking ****2210"
2026-02-20,"SWIFTCAB *TRIP",-3.92,USD,"Everyday Checking ****2210"
2026-02-20,"BLUE HERON COFFEE",-7.69,USD,"Everyday Checking ****2210"
2026-02-20,"MORNING SPOON CAFE",-7.09,USD,"Everyday Checking ****2210"
2026-02-20,"DAILYGOODS DEPOT",-19.24,USD,"Horizon Rewards Card ****4417"
2026-02-21,"MORNING SPOON CAFE",-4.10,USD,"Everyday Checking ****2210"
2026-02-21,"GREENFIELD MARKET",-90.00,USD,"Everyday Checking ****2210"
2026-02-21,"PRIMEBOX MEMBERSHIP",-8.99,USD,"Everyday Checking ****2210"
2026-02-21,"BLUE HERON COFFEE  1147",-8.83,USD,"Everyday Checking ****2210"
2026-02-21,"BENTO BOX EXPRESS",-33.38,USD,"Everyday Checking ****2210"
2026-02-22,"URBAN THREAD ONLINE",-192.18,USD,"Horizon Rewards Card ****4417"
2026-02-22,"GREENFIELD MARKET",-123.29,USD,"Everyday Checking ****2210"
2026-02-23,"MORNING SPOON CAFE",-5.20,USD,"Everyday Checking ****2210"
2026-02-23,"METRO TRANSIT CARD",-10.23,USD,"Everyday Checking ****2210"
2026-02-24,"BLUE HERON COFFEE  1147",-4.84,USD,"Everyday Checking ****2210"
2026-02-24,"TAKO STREET KITCHEN",-27.66,USD,"Everyday Checking ****2210"
2026-02-24,"DEVFORGE COPILOT",-10.00,USD,"Everyday Checking ****2210"
2026-02-25,"BLUE HERON COFFEE  1147",-3.78,USD,"Everyday Checking ****2210"
2026-02-25,"MERIDIAN SOFTWARE LTD PAYROLL",4850.00,USD,"Everyday Checking ****2210"
2026-02-25,"ROASTWORKS ESPRESSO",-3.99,USD,"Everyday Checking ****2210"
2026-02-25,"NOODLE YARD",-27.44,USD,"Everyday Checking ****2210"
2026-02-26,"SWIFTCAB *TRIP",-15.13,USD,"Everyday Checking ****2210"
2026-02-26,"URBAN THREAD ONLINE",-172.31,USD,"Horizon Rewards Card ****4417"
2026-02-26,"ROASTWORKS ESPRESSO",-3.52,USD,"Everyday Checking ****2210"
2026-02-27,"METRO TRANSIT CARD",-13.11,USD,"Everyday Checking ****2210"
2026-02-27,"GREENFIELD MKT #214",-131.77,USD,"Everyday Checking ****2210"
2026-02-28,"ROASTWORKS ESPRESSO",-4.94,USD,"Everyday Checking ****2210"
2026-02-28,"GREENFIELD MARKET",-21.00,USD,"Everyday Checking ****2210"
2026-02-28,"URBANTHREAD",-138.83,USD,"Horizon Rewards Card ****4417"
2026-03-01,"RENT TRANSFER - J MOORE",-1850.00,USD,"Everyday Checking ****2210"
2026-03-01,"ROASTWORKS ESPRESSO",-6.30,USD,"Everyday Checking ****2210"
2026-03-01,"SILVER FORK BISTRO",-24.51,USD,"Everyday Checking ****2210"
2026-03-01,"ROASTWORKS ESPRESSO",-8.37,USD,"Everyday Checking ****2210"
2026-03-02,"ZENFLOW YOGA STUDIO",-129.00,USD,"Everyday Checking ****2210"
2026-03-03,"SILVER FORK BISTRO",-47.47,USD,"Everyday Checking ****2210"
2026-03-03,"NORTHGATE GROCERS",-109.86,USD,"Everyday Checking ****2210"
2026-03-03,"BLUE HERON COFFEE",-8.83,USD,"Everyday Checking ****2210"
2026-03-04,"METROCARD RELOAD",-9.40,USD,"Everyday Checking ****2210"
2026-03-04,"ROASTWORKS ESPRESSO",-4.46,USD,"Everyday Checking ****2210"
2026-03-04,"STREAMLY.COM",-18.99,USD,"Everyday Checking ****2210"
2026-03-04,"PANTRY EXPRESS",-57.27,USD,"Everyday Checking ****2210"
2026-03-05,"URBAN THREAD ONLINE",-168.63,USD,"Horizon Rewards Card ****4417"
2026-03-05,"PIZZA CANTINA",-13.89,USD,"Everyday Checking ****2210"
2026-03-05,"METRO TRANSIT CARD",-11.64,USD,"Everyday Checking ****2210"
2026-03-06,"GREENFIELD MARKET",-124.70,USD,"Everyday Checking ****2210"
2026-03-06,"BLUE HERON COFFEE",-6.54,USD,"Everyday Checking ****2210"
2026-03-06,"METRO TRANSIT CARD",-8.66,USD,"Everyday Checking ****2210"
2026-03-07,"METROCARD RELOAD",-7.61,USD,"Everyday Checking ****2210"
2026-03-07,"NOODLEYARD ONLINE",-35.33,USD,"Horizon Rewards Card ****4417"
2026-03-08,"PANTRY EXPRESS",-122.54,USD,"Everyday Checking ****2210"
2026-03-08,"METROCARD RELOAD",-2.81,USD,"Everyday Checking ****2210"
2026-03-09,"MORNING SPOON CAFE",-3.65,USD,"Everyday Checking ****2210"
2026-03-09,"SWIFTCAB *TRIP",-16.30,USD,"Everyday Checking ****2210"
2026-03-09,"BLUE HERON COFFEE",-7.13,USD,"Everyday Checking ****2210"
2026-03-09,"VAULTBACK PRO ANNUALSAVE",-9.99,USD,"Horizon Rewards Card ****4417"
2026-03-09,"PANTRY EXPRESS",-79.95,USD,"Everyday Checking ****2210"
2026-03-10,"NOODLE YARD",-25.89,USD,"Everyday Checking ****2210"
2026-03-10,"GREENFIELD MKT #214",-113.22,USD,"Everyday Checking ****2210"
2026-03-11,"TUNEBOX PREMIUM",-10.99,USD,"Everyday Checking ****2210"
2026-03-11,"METROCARD RELOAD",-12.88,USD,"Everyday Checking ****2210"
2026-03-12,"SILVER FORK BISTRO",-42.19,USD,"Everyday Checking ****2210"
2026-03-12,"MORNING SPOON CAFE",-8.76,USD,"Everyday Checking ****2210"
2026-03-13,"BLUEHERON COFFEE #1147",-5.44,USD,"Everyday Checking ****2210"
2026-03-13,"PIZZA CANTINA",-12.73,USD,"Everyday Checking ****2210"
2026-03-14,"RAILLINK INTERCITY",-15.20,USD,"Everyday Checking ****2210"
2026-03-14,"URBANTHREAD",-128.00,USD,"Horizon Rewards Card ****4417"
2026-03-14,"URBANTHREAD",-128.00,USD,"Horizon Rewards Card ****4417"
2026-03-15,"MORNING SPOON CAFE",-7.88,USD,"Everyday Checking ****2210"
2026-03-15,"NORTHERN GAS UTILITY",-126.07,USD,"Everyday Checking ****2210"
2026-03-15,"GREENFIELD MKT #214",-103.21,USD,"Everyday Checking ****2210"
2026-03-15,"NOODLE YARD",-11.43,USD,"Everyday Checking ****2210"
2026-03-15,"SWIFTCAB *TRIP",-11.80,USD,"Everyday Checking ****2210"
2026-03-16,"TELCONNECT MOBILE",-54.00,USD,"Everyday Checking ****2210"
2026-03-16,"METROCARD RELOAD",-12.44,USD,"Everyday Checking ****2210"
2026-03-17,"TAKO STREET KITCHEN",-41.43,USD,"Everyday Checking ****2210"
2026-03-17,"CLOUDNEST STORAGE 200GB",-2.99,USD,"Everyday Checking ****2210"
2026-03-17,"BLUE HERON COFFEE  1147",-5.44,USD,"Everyday Checking ****2210"
2026-03-19,"BLUEHERON COFFEE #1147",-4.18,USD,"Everyday Checking ****2210"
2026-03-19,"BLUE HERON COFFEE",-7.95,USD,"Everyday Checking ****2210"
2026-03-19,"METROCARD RELOAD",-12.96,USD,"Everyday Checking ****2210"
2026-03-20,"NORTHGATE GROCERS",-127.39,USD,"Everyday Checking ****2210"
2026-03-20,"METRO TRANSIT CARD",-8.15,USD,"Everyday Checking ****2210"
2026-03-20,"URBANTHREAD REFUND",128.00,USD,"Horizon Rewards Card ****4417"
2026-03-20,"BLUE HERON COFFEE  1147",-8.10,USD,"Everyday Checking ****2210"
2026-03-21,"PRIMEBOX MEMBERSHIP",-8.99,USD,"Everyday Checking ****2210"
2026-03-21,"URBANTHREAD",-144.78,USD,"Horizon Rewards Card ****4417"
2026-03-21,"RAILLINK INTERCITY",-11.36,USD,"Everyday Checking ****2210"
2026-03-22,"METROCARD RELOAD",-3.56,USD,"Everyday Checking ****2210"
2026-03-22,"ROASTWORKS ESPRESSO",-4.65,USD,"Everyday Checking ****2210"
2026-03-22,"NOODLE YARD",-23.74,USD,"Everyday Checking ****2210"
2026-03-22,"BLUE HERON COFFEE  1147",-5.33,USD,"Everyday Checking ****2210"
2026-03-23,"SWIFTCAB *TRIP",-6.57,USD,"Everyday Checking ****2210"
2026-03-23,"URBANTHREAD",-171.20,USD,"Horizon Rewards Card ****4417"
2026-03-24,"SWIFTCAB *TRIP",-8.62,USD,"Everyday Checking ****2210"
2026-03-24,"ROASTWORKS ESPRESSO",-6.90,USD,"Everyday Checking ****2210"
2026-03-24,"BLUEHERON COFFEE #1147",-7.26,USD,"Everyday Checking ****2210"
2026-03-24,"DEVFORGE COPILOT",-10.00,USD,"Everyday Checking ****2210"
2026-03-25,"METRO TRANSIT CARD",-16.00,USD,"Everyday Checking ****2210"
2026-03-25,"ROASTWORKS ESPRESSO",-4.89,USD,"Everyday Checking ****2210"
2026-03-25,"MERIDIAN SOFTWARE LTD PAYROLL",4850.00,USD,"Everyday Checking ****2210"
2026-03-25,"ROASTWORKS ESPRESSO",-8.18,USD,"Everyday Checking ****2210"
2026-03-26,"MORNING SPOON CAFE",-8.89,USD,"Everyday Checking ****2210"
2026-03-26,"TAKO STREET KITCHEN",-35.02,USD,"Everyday Checking ****2210"
2026-03-26,"METRO TRANSIT CARD",-10.33,USD,"Everyday Checking ****2210"
2026-03-27,"BENTO BOX EXPRESS",-45.49,USD,"Everyday Checking ****2210"
2026-03-27,"MORNING SPOON CAFE",-5.64,USD,"Everyday Checking ****2210"
2026-03-27,"URBANTHREAD",-84.63,USD,"Horizon Rewards Card ****4417"
2026-03-29,"BLUEHERON COFFEE #1147",-3.60,USD,"Everyday Checking ****2210"
2026-03-29,"NOODLEYARD ONLINE",-22.14,USD,"Everyday Checking ****2210"
2026-03-29,"ROASTWORKS ESPRESSO",-3.73,USD,"Everyday Checking ****2210"
2026-03-29,"Greenfield Market - Elm St",-77.05,USD,"Everyday Checking ****2210"
2026-03-30,"TAKO STREET KITCHEN",-29.74,USD,"Everyday Checking ****2210"
2026-03-30,"BLUE HERON COFFEE",-9.12,USD,"Everyday Checking ****2210"
2026-03-31,"Greenfield Market - Elm St",-124.34,USD,"Everyday Checking ****2210"
2026-04-01,"METROCARD RELOAD",-5.77,USD,"Everyday Checking ****2210"
2026-04-01,"RENT TRANSFER - J MOORE",-1850.00,USD,"Everyday Checking ****2210"
2026-04-02,"BLUE HERON COFFEE",-5.90,USD,"Everyday Checking ****2210"
2026-04-02,"ZENFLOW YOGA STUDIO",-129.00,USD,"Everyday Checking ****2210"
2026-04-02,"SWIFTCAB *TRIP",-9.83,USD,"Everyday Checking ****2210"
2026-04-02,"GREENFIELD MARKET",-36.76,USD,"Everyday Checking ****2210"
2026-04-02,"ROASTWORKS ESPRESSO",-7.51,USD,"Everyday Checking ****2210"
2026-04-03,"MORNING SPOON CAFE",-4.15,USD,"Everyday Checking ****2210"
2026-04-03,"BLUE HERON COFFEE",-7.64,USD,"Everyday Checking ****2210"
2026-04-04,"NOODLE YARD",-20.74,USD,"Everyday Checking ****2210"
2026-04-04,"BLUE HERON COFFEE",-4.01,USD,"Everyday Checking ****2210"
2026-04-04,"METRO TRANSIT CARD",-15.23,USD,"Everyday Checking ****2210"
2026-04-04,"STREAMLY.COM",-18.99,USD,"Everyday Checking ****2210"
2026-04-06,"ROASTWORKS ESPRESSO",-8.53,USD,"Everyday Checking ****2210"
2026-04-06,"RAILLINK INTERCITY",-10.12,USD,"Everyday Checking ****2210"
2026-04-07,"METROCARD RELOAD",-8.08,USD,"Everyday Checking ****2210"
2026-04-07,"GREENFIELD MARKET",-54.06,USD,"Everyday Checking ****2210"
2026-04-07,"BENTO BOX EXPRESS",-30.06,USD,"Everyday Checking ****2210"
2026-04-08,"BENTO BOX EXPRESS",-32.82,USD,"Everyday Checking ****2210"
2026-04-08,"SWIFTCAB *TRIP",-7.69,USD,"Everyday Checking ****2210"
2026-04-08,"Greenfield Market - Elm St",-22.05,USD,"Everyday Checking ****2210"
2026-04-09,"NORTHGATE GROCERS",-93.50,USD,"Everyday Checking ****2210"
2026-04-09,"SILVER FORK BISTRO",-33.75,USD,"Everyday Checking ****2210"
2026-04-09,"VAULTBACK PRO ANNUALSAVE",-9.99,USD,"Horizon Rewards Card ****4417"
2026-04-09,"RAILLINK INTERCITY",-3.19,USD,"Everyday Checking ****2210"
2026-04-10,"PIZZA CANTINA",-14.35,USD,"Everyday Checking ****2210"
2026-04-11,"TUNEBOX PREMIUM",-10.99,USD,"Everyday Checking ****2210"
2026-04-11,"METRO TRANSIT CARD",-10.83,USD,"Everyday Checking ****2210"
2026-04-12,"SWIFT CAB",-4.81,USD,"Everyday Checking ****2210"
2026-04-12,"URBAN THREAD ONLINE",-154.06,USD,"Horizon Rewards Card ****4417"
2026-04-12,"Greenfield Market - Elm St",-97.50,USD,"Everyday Checking ****2210"
2026-04-12,"ROASTWORKS ESPRESSO",-4.00,USD,"Everyday Checking ****2210"
2026-04-13,"PANTRY EXPRESS",-87.19,USD,"Everyday Checking ****2210"
2026-04-14,"RAILLINK INTERCITY",-3.25,USD,"Everyday Checking ****2210"
2026-04-14,"PANTRY EXPRESS",-21.18,USD,"Everyday Checking ****2210"
2026-04-14,"BLUE HERON COFFEE",-8.67,USD,"Everyday Checking ****2210"
2026-04-14,"BENTO BOX EXPRESS",-22.17,USD,"Everyday Checking ****2210"
2026-04-15,"METRO TRANSIT CARD",-13.43,USD,"Everyday Checking ****2210"
2026-04-15,"SILVER FORK BISTRO",-18.27,USD,"Everyday Checking ****2210"
2026-04-15,"NORTHERN GAS UTILITY",-49.52,USD,"Everyday Checking ****2210"
2026-04-15,"URBAN THREAD ONLINE",-209.08,USD,"Horizon Rewards Card ****4417"
